ID,Date Reported,Date Occured,Area Name,Victim Age,Victim Sex,Victim Descent,Location,Latitude,Longitude,Criminal Activities,Criminal Activities grped,Criminal Activities re-grped,
935761,2014-02-11,2014-02-11,Olympic,13,M,H,1100 S  BERENDO                      ST,34.0509,-118.2937,Battery Crime,Bodily Harm,Violent Crimes,0.996948019
935835,2014-05-18,2014-05-17,Mission,18,M,H,12100    SAN FERNANDO                 RD,34.2913,-118.4502,Battery Crime,Bodily Harm,Violent Crimes,0.999450202
936291,2014-07-01,2014-06-06,Central,43,F,B,4TH,34.0454,-118.2422,Assault,Bodily Harm,Violent Crimes,0.990562841
936624,2014-11-12,2014-11-11,West LA,19,F,A,11700    WILSHIRE                     BL,34.0495,-118.4609,Assault,Bodily Harm,Violent Crimes,0.993613457
936719,2014-05-18,2014-05-18,Pacific,47,F,H,500    BROOKS                       AV,33.9943,-118.4709,Battery Crime,Bodily Harm,Violent Crimes,0.991919616
936748,2014-12-05,2014-12-05,Southwest,11,F,B,3600 W  MARTIN LUTHER KING JR        BL,34.011,-118.3351,Battery Crime,Bodily Harm,Violent Crimes,0.996069429
936936,2014-05-27,2014-05-26,Devonshire,22,F,H,NORDHOFF                     AV,34.2355,-118.5536,Theft,Property Crime,Non-Violent Crimes,0.998370388
937151,2014-05-28,2014-05-27,West Valley,29,F,W,18200    VALLEY VISTA                 BL,34.1589,-118.5289,Theft,Property Crime,Non-Violent Crimes,0.994311979
937281,2014-06-03,2014-06-02,Hollywood,57,M,W,2000    TAFT                         AV,34.1074,-118.3148,Theft,Property Crime,Non-Violent Crimes,0.993594082
937373,2014-03-11,2014-03-03,N Hollywood,49,F,A,4400    SIMPSON                      AV,34.1504,-118.3888,Theft,Property Crime,Non-Violent Crimes,0.991231563
937573,2014-02-04,2014-02-03,Mission,34,F,H,14000    BADGER                       AV,34.3269,-118.4278,Assault,Bodily Harm,Violent Crimes,0.991603104
937600,2014-09-06,2014-09-05,Hollywood,26,F,W,1600    VINE                         ST,34.0998,-118.3267,Theft,Property Crime,Non-Violent Crimes,0.99028555
937710,2014-11-20,2014-11-20,Newton,48,F,H,200 E  23RD                         ST,34.0268,-118.266,Theft,Property Crime,Non-Violent Crimes,0.99700538
938088,2014-01-01,2014-01-01,Rampart,34,F,O,900 N  VERMONT                      AV,34.0877,-118.2917,Battery Crime,Bodily Harm,Violent Crimes,0.996808539
938205,2014-09-26,2014-09-26,West LA,46,M,W,1100 S  BARRINGTON                   AV,34.0511,-118.4626,Theft,Property Crime,Non-Violent Crimes,0.996750323
938279,2014-11-08,2014-11-08,Harbor,26,M,H,200 W  11TH                         ST,33.7342,-118.2814,Assault,Bodily Harm,Violent Crimes,0.995773514
938402,2014-05-31,2014-05-30,Pacific,47,M,W,2300    GLYNDON                      AV,33.9973,-118.4503,Theft,Property Crime,Non-Violent Crimes,0.996429353
938413,2014-12-18,2014-12-18,Hollywood,29,F,W,7000 W  SUNSET                       BL,34.098,-118.3416,Battery Crime,Bodily Harm,Violent Crimes,0.996575726
938512,2014-01-20,2014-01-20,Rampart,26,M,B,700 S  UNION                        AV,34.0539,-118.2712,Assault,Bodily Harm,Violent Crimes,0.994057707
938721,2014-06-17,2014-06-17,Devonshire,57,M,W,18200    ACRE                         ST,34.2301,-118.5295,Assault,Bodily Harm,Violent Crimes,0.994861499
939038,2014-03-08,2014-03-08,Hollenbeck,18,F,H,3600    CASTALIA                     AV,34.0868,-118.177,Assault,Bodily Harm,Violent Crimes,0.994266391
939220,2014-08-22,2014-08-22,Topanga,18,M,W,VICTORY,34.1866,-118.6428,Robbery,Robbery,Violent Crimes,0.99132471
939306,2014-07-22,2014-06-01,N Hollywood,30,F,O,11500    RIVERSIDE                    DR,34.1577,-118.3823,Theft,Property Crime,Non-Violent Crimes,0.994643142
939951,2014-12-06,2014-12-06,Topanga,47,M,W,5200    SAN FELICIANO                DR,34.1644,-118.6079,Theft,Property Crime,Non-Violent Crimes,0.993142451
