ID,Date Reported,Date Occured,Area Name,Victim Age,Victim Sex,Victim Descent,Location,Latitude,Longitude,Criminal Activities,Criminal Activities grped,Criminal Activities re-grped,
1287395,2016-08-14,2016-08-09,Olympic,61,M,K,900    WESTCHESTER                  PL,34.0543,-118.3193,Theft,Property Crime,Non-Violent Crimes,0.993083917
1287417,2016-03-12,2016-03-12,Devonshire,16,M,H,DEVONSHIRE                   ST,34.2575,-118.5023,Battery Crime,Bodily Harm,Violent Crimes,0.999620598
1287485,2016-10-24,2016-07-21,West LA,81,F,W,10400    WILSHIRE                     BL,34.0737,-118.4289,Fraud,White Collar Crime,Non-Violent Crimes,0.994750875
1287947,2016-10-21,2016-10-21,Topanga,23,M,H,22900    HATTERAS                     ST,34.1762,-118.6255,Theft,Property Crime,Non-Violent Crimes,0.996517761
1288064,2016-06-01,2016-06-01,Southwest,50,F,B,W  27TH                         ST,34.0309,-118.3152,Assault,Bodily Harm,Violent Crimes,0.992705055
1288193,2016-12-27,2016-12-24,Pacific,27,M,A,5200 W  104TH                        ST,33.9418,-118.37,Theft,Property Crime,Non-Violent Crimes,0.992021662
1288265,2016-04-19,2016-04-19,Central,28,F,B,CESAR E CHAVEZ,34.0566,-118.2319,Theft,Property Crime,Non-Violent Crimes,0.998873868
1288277,2016-05-18,2016-05-14,Southeast,35,M,H,1700 E  104TH                        ST,33.9416,-118.2426,Theft,Property Crime,Non-Violent Crimes,0.996400963
1288721,2016-06-05,2016-06-04,Northeast,22,F,H,VAN PELT                     PL,34.0917,-118.2741,Assault,Bodily Harm,Violent Crimes,0.998074246
1288790,2016-10-11,2016-10-10,77th Street,27,F,B,100 W  77TH                         ST,33.9699,-118.2739,Battery Crime,Bodily Harm,Violent Crimes,0.995207671
1289962,2016-10-18,2016-10-16,Mission,38,F,H,9000    COLUMBUS                     AV,34.2337,-118.4654,Theft,Property Crime,Non-Violent Crimes,0.996902179
1289980,2016-01-05,2016-01-05,Topanga,26,M,W,22100    VICTORY                      BL,34.1866,-118.6086,Theft,Property Crime,Non-Violent Crimes,0.999710817
1290386,2016-08-27,2016-08-27,Olympic,30,M,B,3400 W  3RD                          ST,34.0691,-118.2894,Theft,Property Crime,Non-Violent Crimes,0.991344327
