ID,Date Reported,Date Occured,Area Name,Victim Age,Victim Sex,Victim Descent,Location,Latitude,Longitude,Criminal Activities,Criminal Activities grped,Criminal Activities re-grped,
5,05/01/2010,2010-01-04,Central,23,M,B,700 W  7TH                          ST,34.048,-118.2577,Theft,Property Crime,Non-Violent Crimes,0.996459032
228,18/06/2010,2010-06-17,Central,40,M,W,1100 S  FIGUEROA                     ST,34.0437,-118.2652,Theft,Property Crime,Non-Violent Crimes,0.993467813
392,31/10/2010,2010-10-30,Central,34,F,H,FIGUEROA                     ST,34.0598,-118.2485,Theft,Property Crime,Non-Violent Crimes,0.999725843
585,12/01/2010,2010-01-10,Central,26,M,A,800    ALPINE                       ST,34.0637,-118.244,Theft,Property Crime,Non-Violent Crimes,0.999245893
632,13/01/2010,2010-01-13,Central,23,F,H,7TH                          ST,34.0487,-118.2588,Battery Crime,Bodily Harm,Violent Crimes,0.996291089
787,24/01/2010,2010-01-24,Central,52,M,W,8TH                          ST,34.0487,-118.2627,Theft,Property Crime,Non-Violent Crimes,0.995881292
1086,11/02/2010,2010-02-11,Central,48,F,H,500    SAN JULIAN                   ST,34.0446,-118.245,Assault,Bodily Harm,Violent Crimes,0.997214357
1630,17/03/2010,2010-03-17,Central,74,F,O,BROADWAY,34.0673,-118.2354,Robbery,Robbery,Violent Crimes,0.997328576
2117,14/04/2010,2010-04-14,Central,41,M,O,200 E  14TH                         ST,34.0347,-118.2602,Theft,Property Crime,Non-Violent Crimes,0.992354581
2158,17/04/2010,2010-04-17,Central,9,M,O,1ST,34.0522,-118.2434,Battery Crime,Bodily Harm,Violent Crimes,0.998978566
2196,19/04/2010,2010-04-19,Central,40,M,H,300 S  SPRING                       ST,34.0503,-118.247,Assault,Bodily Harm,Violent Crimes,0.991944431
2551,09/05/2010,2010-05-09,Central,12,M,H,1400    WRIGHT                       ST,34.0398,-118.2726,Battery Crime,Bodily Harm,Violent Crimes,0.996975018
2684,17/05/2010,2010-05-15,Central,19,M,H,100 W  3RD                          ST,34.0496,-118.2458,Battery Crime,Bodily Harm,Violent Crimes,0.992050025
3579,01/07/2010,2010-07-01,Central,53,M,H,5TH,34.0435,-118.2427,Battery Crime,Bodily Harm,Violent Crimes,0.990771896
3758,10/07/2010,2010-07-09,Central,26,M,O,300 W  8TH                          ST,34.0438,-118.2547,Theft,Property Crime,Non-Violent Crimes,0.99523542
3841,15/07/2010,2010-01-03,Central,15,F,H,SPRING,34.0661,-118.2334,Rape,Rape,Violent Crimes,0.995180238
3865,16/07/2010,2010-07-16,Central,23,M,O,5TH,34.0478,-118.2502,Battery Crime,Bodily Harm,Violent Crimes,0.996848627
4081,29/07/2010,2010-07-25,Central,35,F,W,900 N  BROADWAY,34.064,-118.2375,Theft,Property Crime,Non-Violent Crimes,0.992155275
5005,18/09/2010,2010-09-18,Central,23,M,H,400 S  BROADWAY,34.0495,-118.2494,Theft,Property Crime,Non-Violent Crimes,0.995886422
5073,22/09/2010,2010-03-01,Central,54,F,B,5TH,34.0442,-118.2439,Theft,Property Crime,Non-Violent Crimes,0.990424622
5169,26/09/2010,2010-09-26,Central,58,M,B,700 S  OLIVE                        ST,34.0467,-118.2556,Assault,Bodily Harm,Violent Crimes,0.995632471
5622,19/10/2010,2010-10-18,Central,32,M,B,900 N  HILL                         ST,34.0644,-118.2387,Theft,Property Crime,Non-Violent Crimes,0.991667208
6010,07/11/2010,2010-11-07,Central,38,M,O,800 N  BROADWAY,34.0623,-118.2383,Battery Crime,Bodily Harm,Violent Crimes,0.99095581
6363,30/11/2010,2010-11-30,Central,27,M,H,HILL                         ST,34.0474,-118.2531,Battery Crime,Bodily Harm,Violent Crimes,0.993393179
6514,09/12/2010,2010-12-09,Central,28,M,H,100 W  WASHINGTON                   BL,34.0311,-118.2646,Assault,Bodily Harm,Violent Crimes,0.990876239
6546,10/12/2010,2010-12-09,Central,33,M,B,5TH                          ST,34.0446,-118.245,Assault,Bodily Harm,Violent Crimes,0.991602985
7036,20/10/2010,2010-10-15,Rampart,21,F,A,1200 W  7TH                          ST,34.0515,-118.2658,Rape,Rape,Violent Crimes,0.997527111
7111,02/01/2010,2010-01-02,Rampart,71,M,A,700 S  BONNIE BRAE                  ST,34.0554,-118.2745,Battery Crime,Bodily Harm,Violent Crimes,0.994604815
7343,16/01/2010,2010-01-15,Rampart,64,F,W,2ND,34.0605,-118.2582,Theft,Property Crime,Non-Violent Crimes,0.999282201
7383,18/01/2010,2010-01-17,Rampart,30,M,O,400 S  LA FAYETTE                   PL,34.0462,-118.3339,Battery Crime,Bodily Harm,Violent Crimes,0.992160052
7400,19/01/2010,2010-01-16,Rampart,33,F,H,1600 W  12TH                         ST,34.0462,-118.276,Theft,Property Crime,Non-Violent Crimes,0.996868169
7496,23/01/2010,2010-01-23,Rampart,55,F,B,100 S  CARONDELET                   ST,34.0686,-118.2746,Battery Crime,Bodily Harm,Violent Crimes,0.996630315
7519,24/01/2010,2010-01-24,Rampart,23,M,B,700 S  UNION                        AV,34.0539,-118.2712,Assault,Bodily Harm,Violent Crimes,0.996202645
7544,26/01/2010,2010-01-25,Rampart,35,F,H,1400 S  BONNIE BRAE                  ST,34.0444,-118.2809,Battery Crime,Bodily Harm,Violent Crimes,0.99411749
7742,02/02/2010,2010-02-02,Rampart,54,M,H,BURLINGTON                   ST,34.0534,-118.2745,Robbery,Robbery,Violent Crimes,0.998807378
7797,05/02/2010,2010-01-22,Rampart,39,M,H,900 S  HOOVER                       ST,34.0559,-118.2842,Theft,Property Crime,Non-Violent Crimes,0.998904314
8155,20/02/2010,2010-02-19,Rampart,33,M,W,1200    MIRAMAR                      ST,34.0572,-118.2576,Theft,Property Crime,Non-Violent Crimes,0.999461157
8396,02/03/2010,2010-03-01,Rampart,27,F,W,2400 W  SUNSET                       BL,34.0788,-118.2681,Theft,Property Crime,Non-Violent Crimes,0.999606913
8438,04/03/2010,2010-02-19,Rampart,38,M,H,100 N  ALVARADO                     ST,34.0667,-118.2703,Theft,Property Crime,Non-Violent Crimes,0.995919777
8574,09/03/2010,2010-03-09,Rampart,40,F,H,500 S  WESTLAKE                     AV,34.0598,-118.2731,Battery Crime,Bodily Harm,Violent Crimes,0.994896824
8819,20/03/2010,2010-03-20,Rampart,25,M,H,1400 W  3RD                          ST,34.0583,-118.2616,Battery Crime,Bodily Harm,Violent Crimes,0.999932968
8856,21/03/2010,2010-03-21,Rampart,21,M,H,1700 W  6TH                          ST,34.0573,-118.2699,Theft,Property Crime,Non-Violent Crimes,0.997252367
8878,15/03/2010,2010-03-15,Rampart,44,F,H,300 S  BOYLSTON                     ST,34.0568,-118.2578,Theft,Property Crime,Non-Violent Crimes,0.997080748
8913,23/03/2010,2010-03-23,Rampart,23,M,H,1600    WILSHIRE                     BL,34.0554,-118.2702,Battery Crime,Bodily Harm,Violent Crimes,0.995255536
8939,24/03/2010,2010-03-24,Rampart,17,M,H,1300 S  UNION                        AV,34.0446,-118.2769,Assault,Bodily Harm,Violent Crimes,0.999850953
8966,25/03/2010,2010-03-25,Rampart,44,M,H,200 S  LAKE                         ST,34.0663,-118.2719,Battery Crime,Bodily Harm,Violent Crimes,0.996440093
8971,25/03/2010,2010-03-25,Rampart,43,M,H,1800 W  SUNSET                       BL,34.0776,-118.2594,Battery Crime,Bodily Harm,Violent Crimes,0.991764214
9046,28/03/2010,2010-03-28,Rampart,28,M,H,ALVARADO,34.0549,-118.2778,Battery Crime,Bodily Harm,Violent Crimes,0.998097288
9096,30/03/2010,2010-03-30,Rampart,23,M,H,200 S  RAMPART                      BL,34.0685,-118.2775,Murder,Murder,Violent Crimes,0.997056181
9609,21/04/2010,2010-04-21,Rampart,67,M,H,200 N  ALVARADO                     ST,34.068,-118.2695,Theft,Property Crime,Non-Violent Crimes,0.99211933
9758,28/04/2010,2010-04-28,Rampart,20,F,H,4700    WILLOW BROOK                 AV,34.0895,-118.2939,Assault,Bodily Harm,Violent Crimes,0.990942283
9870,03/05/2010,2010-05-03,Rampart,44,M,H,1800 W  OLYMPIC                      BL,34.0503,-118.2765,Robbery,Robbery,Violent Crimes,0.993877094
10101,13/05/2010,2010-05-13,Rampart,28,M,W,LEMOYNE,34.0776,-118.2594,Theft,Property Crime,Non-Violent Crimes,0.995966999
10204,16/05/2010,2010-05-16,Rampart,20,F,H,600 N  ALVARADO                     ST,34.0729,-118.2664,Battery Crime,Bodily Harm,Violent Crimes,0.999371092
10842,11/06/2010,2010-06-11,Rampart,15,F,H,200    UNION                        PL,34.0622,-118.2653,Battery Crime,Bodily Harm,Violent Crimes,0.998812349
10928,14/06/2010,2010-06-14,Rampart,46,F,W,700 N  NORMANDIE                    AV,34.0836,-118.3005,Battery Crime,Bodily Harm,Violent Crimes,0.999810213
11435,06/07/2010,2010-07-06,Rampart,42,M,H,200 S  OCCIDENTAL                   BL,34.0693,-118.2811,Theft,Property Crime,Non-Violent Crimes,0.996691606
11448,07/07/2010,2010-06-30,Rampart,50,F,H,PARK VIEW,34.0609,-118.278,Robbery,Robbery,Violent Crimes,0.994845887
11530,12/07/2010,2010-07-12,Rampart,33,M,H,600 S  BURLINGTON                   AV,34.058,-118.2715,Battery Crime,Bodily Harm,Violent Crimes,0.999196041
11542,13/07/2010,2010-07-13,Rampart,37,M,B,1600    WILSHIRE                     BL,34.0554,-118.2702,Theft,Property Crime,Non-Violent Crimes,0.996780467
11620,16/07/2010,2010-07-14,Rampart,25,M,H,4400    BURNS                        AV,34.0877,-118.2893,Theft,Property Crime,Non-Violent Crimes,0.991212446
11696,20/07/2010,2010-07-20,Rampart,50,F,H,UNION                        AV,34.0687,-118.2632,Assault,Bodily Harm,Violent Crimes,0.993820569
11731,21/07/2010,2010-07-21,Rampart,16,F,B,2700    BEVERLY                      BL,34.0699,-118.2777,Battery Crime,Bodily Harm,Violent Crimes,0.997942235
11780,23/07/2010,2010-07-09,Rampart,29,F,H,2000 W  6TH                          ST,34.059,-118.2736,Assault,Bodily Harm,Violent Crimes,0.991458907
11828,25/07/2010,2010-07-24,Rampart,2,M,H,LUCAS                        AV,34.0609,-118.26,Battery Crime,Bodily Harm,Violent Crimes,0.999366565
11895,28/07/2010,2010-07-28,Rampart,41,F,H,600 N  MARIPOSA                     AV,34.0813,-118.2992,Assault,Bodily Harm,Violent Crimes,0.994358584
12005,02/08/2010,2010-08-01,Rampart,25,F,W,900    SANBORN                      AV,34.0883,-118.2831,Theft,Property Crime,Non-Violent Crimes,0.996804288
12071,05/08/2010,2010-08-05,Rampart,31,M,H,4700    SANTA MONICA                 BL,34.0909,-118.2917,Battery Crime,Bodily Harm,Violent Crimes,0.992148216
12182,11/08/2010,2010-08-10,Rampart,45,M,H,4900    ROMAINE                      ST,34.0886,-118.2979,Theft,Property Crime,Non-Violent Crimes,0.993969617
12200,12/08/2010,2010-08-10,Rampart,34,F,H,1300 W  PICO                         BL,34.043,-118.2732,Theft,Property Crime,Non-Violent Crimes,0.990141217
12247,14/08/2010,2010-08-14,Rampart,35,F,O,ALVARADO                     BL,34.0455,-118.2806,Assault,Bodily Harm,Violent Crimes,0.998252607
12342,18/08/2010,2010-08-18,Rampart,49,M,H,800 S  UNION                        AV,34.0523,-118.2722,Battery Crime,Bodily Harm,Violent Crimes,0.990144732
12493,25/08/2010,2010-08-19,Rampart,36,F,W,4000    MONROE                       ST,34.0856,-118.2845,Theft,Property Crime,Non-Violent Crimes,0.996721434
12540,28/08/2010,2010-08-27,Rampart,21,M,H,1000 N  MARIPOSA                     AV,34.0891,-118.2992,Assault,Bodily Harm,Violent Crimes,0.993644501
12551,28/08/2010,2010-08-28,Rampart,40,F,H,500 S  WESTLAKE                     AV,34.0598,-118.2731,Assault,Bodily Harm,Violent Crimes,0.999617595
12763,07/09/2010,2010-09-03,Rampart,24,M,H,UNION                        DR,34.0569,-118.2689,Robbery,Robbery,Violent Crimes,0.998788261
12839,10/09/2010,2010-09-08,Rampart,41,M,W,6TH                          ST,34.0573,-118.2691,Battery Crime,Bodily Harm,Violent Crimes,0.999476855
13001,18/09/2010,2010-09-18,Rampart,32,M,H,4100    BEVERLY                      BL,34.0763,-118.2983,Battery Crime,Bodily Harm,Violent Crimes,0.991177822
13211,27/09/2010,2010-09-27,Rampart,12,M,H,1300    LINWOOD                      AV,34.0508,-118.2682,Battery Crime,Bodily Harm,Violent Crimes,0.99511509
13275,30/09/2010,2010-09-30,Rampart,26,F,B,200    ROBINSON                     ST,34.0742,-118.2831,Assault,Bodily Harm,Violent Crimes,0.997482215
13346,03/10/2010,2010-10-03,Rampart,27,M,H,ALVARADO                     ST,34.0473,-118.2827,Robbery,Robbery,Violent Crimes,0.991936567
13376,05/10/2010,2010-09-03,Rampart,63,F,H,600 N  VIRGIL                       AV,34.0818,-118.2868,Theft,Property Crime,Non-Violent Crimes,0.999827642
13473,09/10/2010,2010-10-09,Rampart,25,F,H,1100 S  LAKE                         ST,34.0508,-118.2819,Theft,Property Crime,Non-Violent Crimes,0.995359333
13621,15/10/2010,2010-10-15,Rampart,47,M,W,NEW HAMPSHIRE                AV,34.0836,-118.2929,Theft,Property Crime,Non-Violent Crimes,0.994491233
13691,18/10/2010,2010-10-17,Rampart,54,F,B,300    LOMA                         DR,34.0599,-118.2655,Theft,Property Crime,Non-Violent Crimes,0.996952387
13824,23/10/2010,2010-10-23,Rampart,24,M,H,MELROSE,34.0836,-118.2917,Robbery,Robbery,Violent Crimes,0.999991127
13846,23/10/2010,2010-10-23,Rampart,25,M,W,VERMONT                      AV,34.0909,-118.2917,Battery Crime,Bodily Harm,Violent Crimes,0.992257717
13899,26/10/2010,2010-10-26,Rampart,15,F,H,4000    MONROE                       ST,34.0856,-118.2845,Battery Crime,Bodily Harm,Violent Crimes,0.994099614
13929,27/10/2010,2010-10-27,Rampart,20,M,H,VENDOME,34.0843,-118.2743,Assault,Bodily Harm,Violent Crimes,0.990735035
13974,30/10/2010,2010-10-23,Rampart,16,F,H,NORMAL,34.0867,-118.2845,Rape,Rape,Violent Crimes,0.999000694
14177,07/11/2010,2010-11-06,Rampart,51,F,H,1000 N  BONNIE BRAE                  ST,34.0759,-118.263,Battery Crime,Bodily Harm,Violent Crimes,0.999920487
14194,07/11/2010,2010-11-07,Rampart,37,M,W,200    CRANDALL                     ST,34.0667,-118.2728,Assault,Bodily Harm,Violent Crimes,0.998373859
14263,11/11/2010,2010-11-11,Rampart,22,F,H,8TH                          ST,34.0559,-118.28,Robbery,Robbery,Violent Crimes,0.995761078
14269,11/11/2010,2010-11-11,Rampart,20,M,H,OLYMPIC                      BL,34.0522,-118.281,Robbery,Robbery,Violent Crimes,0.99575298
14798,06/12/2010,2010-12-06,Rampart,33,F,H,SUNSET,34.0793,-118.2691,Assault,Bodily Harm,Violent Crimes,0.994263876
15223,26/12/2010,2010-12-26,Rampart,46,F,H,PICO                         BL,34.0446,-118.2769,Assault,Bodily Harm,Violent Crimes,0.995696743
15541,20/04/2010,2010-04-20,Southwest,31,M,O,4000    CRENSHAW                     BL,34.0124,-118.3351,Theft,Property Crime,Non-Violent Crimes,0.994834242
15600,08/05/2010,2010-05-08,Southwest,17,M,B,VERMONT,34.0109,-118.2915,Robbery,Robbery,Violent Crimes,0.999217788
15624,15/05/2010,2010-05-13,Southwest,6,M,B,4000    6TH                          AV,34.0127,-118.3241,Assault,Bodily Harm,Violent Crimes,0.992086967
15628,17/05/2010,2010-05-16,Southwest,14,F,H,1400 W  37TH                         PL,34.02,-118.3002,Battery Crime,Bodily Harm,Violent Crimes,0.990983518
16136,05/01/2010,2010-01-04,Southwest,28,M,B,CRENSHAW,34.011,-118.3351,Battery Crime,Bodily Harm,Violent Crimes,0.995221162
16285,09/01/2010,2010-01-08,Southwest,42,F,H,27TH                         ST,34.0305,-118.2915,Theft,Property Crime,Non-Violent Crimes,0.995962416
16345,12/01/2010,2010-01-10,Southwest,25,M,H,4800    LINSCOTT                     PL,34.0188,-118.3505,Theft,Property Crime,Non-Violent Crimes,0.991189013
16441,14/01/2010,2010-01-11,Southwest,11,F,B,4100    11TH                         AV,34.01,-118.3296,Robbery,Robbery,Violent Crimes,0.991900803
16508,14/01/2010,2010-01-13,Southwest,21,F,H,3100    WALTON                       AV,34.0263,-118.2948,Theft,Property Crime,Non-Violent Crimes,0.998655972
16598,20/01/2010,2010-01-18,Southwest,54,M,B,4000    MARLTON                      AV,34.0124,-118.3378,Theft,Property Crime,Non-Violent Crimes,0.991087556
16954,30/01/2010,2010-01-30,Southwest,42,M,H,3700 S  VERMONT                      AV,34.0175,-118.2915,Battery Crime,Bodily Harm,Violent Crimes,0.993294216
16964,29/01/2010,2010-01-29,Southwest,21,M,A,1000 W  34TH                         ST,34.0243,-118.2876,Theft,Property Crime,Non-Violent Crimes,0.99735837
17090,03/02/2010,2010-02-02,Southwest,17,F,H,1200 W  41ST                         ST,34.0091,-118.2959,Theft,Property Crime,Non-Violent Crimes,0.993780846
17095,03/02/2010,2010-02-02,Southwest,29,M,H,800 W  43RD                         ST,34.0055,-118.2872,Assault,Bodily Harm,Violent Crimes,0.996486554
17579,20/02/2010,2010-02-19,Southwest,54,F,B,4200    DEGNAN                       BL,34.0085,-118.3314,Theft,Property Crime,Non-Violent Crimes,0.993603421
17809,27/02/2010,2010-02-27,Southwest,15,M,H,W  39TH                         PL,34.0155,-118.3002,Robbery,Robbery,Violent Crimes,0.993509174
17877,27/02/2010,2010-02-26,Southwest,23,F,H,600 W  23RD                         ST,34.0311,-118.2749,Theft,Property Crime,Non-Violent Crimes,0.992631912
17959,03/03/2010,2010-03-03,Southwest,22,M,B,3500    RODEO                        PL,34.0199,-118.3344,Theft,Property Crime,Non-Violent Crimes,0.991272544
18089,08/03/2010,2010-03-07,Southwest,50,F,W,3900    DUBLIN                       AV,34.0146,-118.3222,Theft,Property Crime,Non-Violent Crimes,0.993460833
18242,12/03/2010,2010-03-11,Southwest,45,M,B,10TH                         AV,34.0085,-118.3287,Theft,Property Crime,Non-Violent Crimes,0.995790316
18244,12/03/2010,2010-03-11,Southwest,14,F,B,4000    SANTO TOMAS                  DR,34.0093,-118.3437,Theft,Property Crime,Non-Violent Crimes,0.998066473
18297,14/03/2010,2010-03-14,Southwest,27,F,B,3200 W  43RD                         PL,34.0044,-118.3283,Assault,Bodily Harm,Violent Crimes,0.995420772
18343,16/03/2010,2010-03-02,Southwest,54,F,B,3700    DON FELIPE                   DR,34.0059,-118.3393,Theft,Property Crime,Non-Violent Crimes,0.991540837
18628,26/03/2010,2010-03-23,Southwest,22,F,B,SAN BERNARDINO               FY,34.0067,-118.3515,Theft,Property Crime,Non-Violent Crimes,0.994708233
19271,12/04/2010,2010-04-10,Southwest,7,F,H,3000    5TH                          AV,34.0276,-118.3224,Assault,Bodily Harm,Violent Crimes,0.996436197
19308,13/04/2010,2010-04-13,Southwest,31,F,B,4100    MARLTON                      AV,34.0105,-118.3398,Theft,Property Crime,Non-Violent Crimes,0.998704686
19353,14/04/2010,2010-04-14,Southwest,17,F,B,VINEYARD,34.028,-118.3469,Assault,Bodily Harm,Violent Crimes,0.997140116
19748,25/04/2010,2010-04-24,Southwest,40,F,H,3700    3RD                          AV,34.0203,-118.3201,Theft,Property Crime,Non-Violent Crimes,0.997830841
19817,27/04/2010,2010-04-27,Southwest,31,F,H,3000 S  NORMANDIE                    AV,34.0273,-118.3002,Battery Crime,Bodily Harm,Violent Crimes,0.99328177
20291,11/05/2010,2010-05-11,Southwest,16,F,B,4100 S  VERMONT                      AV,34.0091,-118.2915,Battery Crime,Bodily Harm,Violent Crimes,0.993654444
20365,13/05/2010,2010-05-05,Southwest,39,M,H,2000 W  22ND                         ST,34.0364,-118.3062,Theft,Property Crime,Non-Violent Crimes,0.997783384
20629,21/05/2010,2010-05-20,Southwest,80,M,B,4100    CRENSHAW                     BL,34.0102,-118.3351,Theft,Property Crime,Non-Violent Crimes,0.998234809
21249,07/06/2010,2010-06-04,Southwest,59,M,B,3700    LA SALLE                     AV,34.02,-118.3051,Theft,Property Crime,Non-Violent Crimes,0.994195129
21461,13/06/2010,2010-06-13,Southwest,49,M,H,2600    HALLDALE                     AV,34.0327,-118.3028,Assault,Bodily Harm,Violent Crimes,0.9940381
21507,14/06/2010,2010-06-13,Southwest,27,M,B,4600    COLISEUM                     ST,34.017,-118.3471,Theft,Property Crime,Non-Violent Crimes,0.998639673
21600,16/06/2010,2010-06-04,Southwest,28,F,H,1100 W  41ST                         PL,34.0082,-118.2941,Theft,Property Crime,Non-Violent Crimes,0.9990875
21672,19/06/2010,2010-06-19,Southwest,18,M,H,3800 S  GRAMERCY                     PL,34.0174,-118.3132,Robbery,Robbery,Violent Crimes,0.999956673
21726,21/06/2010,2010-06-17,Southwest,42,F,B,1600 W  42ND                         PL,34.0061,-118.3067,Theft,Property Crime,Non-Violent Crimes,0.996084234
21937,26/06/2010,2010-06-25,Southwest,21,M,H,MENLO,34.0182,-118.2901,Robbery,Robbery,Violent Crimes,0.995125121
22176,30/06/2010,2010-06-30,Southwest,48,M,W,1600 W  25TH                         ST,34.0337,-118.2975,Theft,Property Crime,Non-Violent Crimes,0.99448671
22206,01/07/2010,2010-07-01,Southwest,52,M,H,1400 W  36TH                         PL,34.0219,-118.3002,Theft,Property Crime,Non-Violent Crimes,0.992031403
22355,06/07/2010,2010-06-30,Southwest,40,M,O,4800    LINSCOTT                     PL,34.0188,-118.3505,Theft,Property Crime,Non-Violent Crimes,0.994699781
22367,06/07/2010,2010-03-01,Southwest,31,F,B,4500    PINAFORE                     ST,34.0133,-118.3486,Theft,Property Crime,Non-Violent Crimes,0.996216806
22500,10/07/2010,2010-07-10,Southwest,41,F,B,5900    BOWCROFT                     ST,34.0191,-118.3759,Theft,Property Crime,Non-Violent Crimes,0.998819494
22542,12/07/2010,2010-07-12,Southwest,20,F,B,1600 W  MARTIN LUTHER KING JR        BL,34.0109,-118.3067,Theft,Property Crime,Non-Violent Crimes,0.999780102
22946,22/07/2010,2010-07-22,Southwest,25,F,B,1300 W  36TH                         PL,34.0219,-118.2974,Theft,Property Crime,Non-Violent Crimes,0.991077573
23013,24/07/2010,2010-07-24,Southwest,19,F,H,1400 W  35TH                         PL,34.0237,-118.3002,Assault,Bodily Harm,Violent Crimes,0.991537473
23156,27/07/2010,2010-07-27,Southwest,52,M,H,3700    SANTA ROSALIA                DR,34.0072,-118.3373,Theft,Property Crime,Non-Violent Crimes,0.999789065
23183,28/07/2010,2010-07-25,Southwest,57,F,B,3500    8TH                          AV,34.0241,-118.326,Theft,Property Crime,Non-Violent Crimes,0.993249121
23320,03/08/2010,2010-07-30,Southwest,32,F,B,4000    URSULA                       AV,34.0149,-118.3524,Theft,Property Crime,Non-Violent Crimes,0.992877436
23332,02/08/2010,2010-07-30,Southwest,30,F,H,1100 W  27TH                         ST,34.0303,-118.284,Theft,Property Crime,Non-Violent Crimes,0.996971064
23580,09/08/2010,2010-08-09,Southwest,13,M,H,4100 S  VERMONT                      AV,34.0091,-118.2915,Robbery,Robbery,Violent Crimes,0.999138298
23606,11/08/2010,2010-08-10,Southwest,20,F,H,4100    DENKER                       AV,34.0091,-118.3045,Theft,Property Crime,Non-Violent Crimes,0.993147451
23692,09/08/2010,2010-08-07,Southwest,21,F,W,1200 W  ADAMS                        BL,34.0328,-118.2864,Theft,Property Crime,Non-Violent Crimes,0.99500044
23936,20/08/2010,2010-08-20,Southwest,26,M,H,3500 S  LA CIENEGA                   BL,34.0242,-118.3722,Theft,Property Crime,Non-Violent Crimes,0.999372462
24480,05/09/2010,2010-09-05,Southwest,36,F,H,1000    LEIGHTON                     AV,34.0132,-118.2915,Assault,Bodily Harm,Violent Crimes,0.991279212
24512,05/09/2010,2010-09-05,Southwest,30,F,H,2000 W  VERNON                       AV,34.0037,-118.3158,Theft,Property Crime,Non-Violent Crimes,0.99288025
24588,08/09/2010,2010-09-08,Southwest,44,M,B,1400    EXPOSITION                   BL,34.0182,-118.303,Theft,Property Crime,Non-Violent Crimes,0.994477253
24943,19/09/2010,2010-09-11,Southwest,53,M,H,1400 W  25TH                         ST,34.0337,-118.2915,Theft,Property Crime,Non-Violent Crimes,0.99010134
25165,24/09/2010,2010-09-24,Southwest,21,F,W,1200 W  36TH                         PL,34.0221,-118.2944,Robbery,Robbery,Violent Crimes,0.996180579
25233,28/09/2010,2010-09-28,Southwest,52,F,H,2600 S  HOBART                       BL,34.0327,-118.3078,Theft,Property Crime,Non-Violent Crimes,0.995071012
25254,29/09/2010,2010-09-28,Southwest,57,M,B,2000 W  JEFFERSON                    BL,34.0256,-118.3151,Assault,Bodily Harm,Violent Crimes,0.995602486
25578,08/10/2010,2010-10-08,Southwest,41,M,H,W  JEFFERSON                    BL,34.0255,-118.2915,Robbery,Robbery,Violent Crimes,0.991716319
25881,17/10/2010,2010-10-17,Southwest,26,F,H,2ND                          AV,34.0108,-118.3193,Battery Crime,Bodily Harm,Violent Crimes,0.991585112
26216,25/10/2010,2010-10-25,Southwest,35,F,B,4100    CRENSHAW                     BL,34.0102,-118.3351,Theft,Property Crime,Non-Violent Crimes,0.99788462
26238,28/10/2010,2010-10-27,Southwest,24,F,H,4000    CRENSHAW                     BL,34.0124,-118.3351,Theft,Property Crime,Non-Violent Crimes,0.999732799
26441,02/11/2010,2010-10-30,Southwest,19,M,H,W  32ND                         ST,34.0252,-118.2827,Robbery,Robbery,Violent Crimes,0.99297828
26495,03/11/2010,2010-08-01,Southwest,34,M,B,3800 W  27TH                         ST,34.0312,-118.3262,Theft,Property Crime,Non-Violent Crimes,0.99921766
26651,08/11/2010,2010-11-08,Southwest,49,F,B,1500 W  36TH                         PL,34.0219,-118.3031,Theft,Property Crime,Non-Violent Crimes,0.991277058
26727,10/11/2010,2010-11-10,Southwest,46,F,H,2800    WESTVIEW,34.0382,-118.5385,Assault,Bodily Harm,Violent Crimes,0.99964017
26779,11/11/2010,2010-11-11,Southwest,22,M,H,2600    WEST VIEW                    ST,34.0283,-118.3492,Theft,Property Crime,Non-Violent Crimes,0.994368699
26800,12/11/2010,2010-11-10,Southwest,55,F,B,2700 W  43RD                         PL,34.0045,-118.3222,Theft,Property Crime,Non-Violent Crimes,0.996117703
27466,02/12/2010,2010-12-01,Southwest,53,F,B,EDGEHILL,34.0085,-118.3304,Theft,Property Crime,Non-Violent Crimes,0.994285762
27485,02/12/2010,2010-12-01,Southwest,58,M,B,1600 W  36TH                         ST,34.0228,-118.306,Theft,Property Crime,Non-Violent Crimes,0.995473873
27598,05/12/2010,2010-12-04,Southwest,35,M,B,MIDDLETON                    AV,34.0156,-118.3089,Battery Crime,Bodily Harm,Violent Crimes,0.994451962
27762,09/12/2010,2010-12-09,Southwest,83,F,B,3700    CHERRYWOOD                   AV,34.0201,-118.329,Theft,Property Crime,Non-Violent Crimes,0.993271668
27935,14/12/2010,2010-12-14,Southwest,54,M,B,1800 W  38TH                         PL,34.0165,-118.3132,Robbery,Robbery,Violent Crimes,0.999795734
28140,21/12/2010,2010-12-20,Southwest,26,F,B,LA BREA,34.0183,-118.3556,Battery Crime,Bodily Harm,Violent Crimes,0.99740071
28151,21/12/2010,2010-12-20,Southwest,29,M,H,4000    CRENSHAW                     BL,34.0124,-118.3351,Theft,Property Crime,Non-Violent Crimes,0.994509092
28206,21/12/2010,2010-11-23,Southwest,50,F,B,3200 W  ADAMS                        BL,34.0327,-118.3189,Theft,Property Crime,Non-Violent Crimes,0.995690517
28246,23/12/2010,2010-12-22,Southwest,50,M,B,3400    VIRGINIA                     RD,34.0256,-118.3395,Theft,Property Crime,Non-Violent Crimes,0.990601276
28497,31/12/2010,2010-12-30,Southwest,50,M,B,4200    9TH                          AV,34.0065,-118.3268,Theft,Property Crime,Non-Violent Crimes,0.99484672
